Video_path,label
data_temporal/train_root/fake_surprise/D2N2Sur_sinle.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Pavel.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_age.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Alena.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Victor.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Ivan.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Hassan.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Anton.mp4,fake_surprise
data_temporal/train_root/fake_surprise/d2n2sur_Pejman.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Kirill.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Reena.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_anee.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Aleksander Makarov.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Remo.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Lukas.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Polina.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Asif.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Mate.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Vladimir.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Laura.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Iiris.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Roxanne.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Yeh.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Darwin.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Richard.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Alexander.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Sameer.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Francisca.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Laura Jogede.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Mari-liis.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Karl.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Karl Gregori.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Toyib.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Laur.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Rezwan.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Elmar.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Lembit.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2n2Sur_Nina.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Andreas.mp4,fake_surprise
data_temporal/train_root/fake_surprise/D2N2Sur_Ahmed.mp4,fake_surprise
data_temporal/train_root/fake_contempt/H2N2C_Toyib.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Hassan.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Victor.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Andreas.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Ivan.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Alexander.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Sameer.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Ahmed.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_anee.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Darwin.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Polina.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Remo.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Asif.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Mate.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Elmar.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Kirill.mp4,fake_contempt
data_temporal/train_root/fake_contempt/h2n2c_Pejman.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Anton.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Yeh.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Karl Gregori.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Richard.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Alena.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Vladimir.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Karl.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_sinle.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Pavel.mp4,fake_contempt
data_temporal/train_root/fake_contempt/H2N2C_Roxanne.mp4,fake_contempt
